Time,"Cell 1,1 Pos Particle vConcentration","Cell 1,1 Neg Particle vConcentration","Cell 1,2 Pos Particle vConcentration","Cell 1,2 Neg Particle vConcentration","Cell 2,1 Pos Particle vConcentration","Cell 2,1 Neg Particle vConcentration","Cell 2,2 Pos Particle vConcentration","Cell 2,2 Neg Particle vConcentration",String 1 Iapp,String 1 Voltage,"Cell 1,1 Voltage","Cell 2,1 Voltage",String 2 Iapp,String 2 Voltage,"Cell 1,2 Voltage","Cell 2,2 Voltage"
21108.43373493976,35875.98770968124,15598.901002222177,36105.87574447002,15494.262262418792,36051.10132051381,15414.13310818795,35723.58251414062,15653.870063694707,-1.2236794094675727,7.509675688041067,3.755781077486998,3.753894610554069,-1.1818524488657605,7.509675688041066,3.7527408978552934,3.756934790185773
21397.590361445786,35945.98507455549,15539.226283467991,36178.90844011572,15433.240815737188,36123.48032473469,15351.945385548017,35791.446948456854,15594.994988199192,-1.2237456126614559,7.508288868345016,3.7550851767262685,3.753203691618747,-1.1817862456718773,7.508288868345016,3.752055087771175,3.75623378057384
21686.746987951807,36015.98560716188,15479.548864133454,36251.93777371831,15372.22217816345,36195.86260434295,15289.754848709686,35859.308248373585,15536.122631919483,-1.2238046920403265,7.50692771142271,3.7544021359912314,3.752525575431479,-1.1817271662930067,7.50692771142271,3.751382374566343,3.755545336856368
21975.90361445783,36085.9890058649,15419.86900137116,36324.96408664683,15311.2060644716,36268.247847407525,15227.561765682703,35927.166728468794,15477.252721945808,-1.2238548319972073,7.505586513199839,3.753729129089523,3.751857384110316,-1.1816770263361258,7.505586513199839,3.7507198178190415,3.7548666953807976
22265.060240963856,36155.99441621778,15360.187423620924,36397.988315339804,15250.191692233695,36340.63517038226,15165.366895605799,35995.023256689754,15418.384505300231,-1.2238940924390616,7.504269604949076,3.7530683799860793,3.7512012249629962,-1.1816377658942716,7.504269604949075,3.750069582439393,3.754200022509682
22554.21686746988,36226.00132654913,15300.504567097278,36471.01102667449,15189.1785878034,36413.02404415751,15103.170693087768,36062.87835734611,15359.517527123016,-1.2239216514424032,7.502971562457586,3.7524171934039314,3.7505543690536545,-1.18161020689093,7.502971562457586,3.749428881613949,3.753542680843637
22843.373493975905,36296.00865201717,15240.821356657358,36544.03341728135,15128.165751352633,36485.41334692937,15040.97412197826,36130.73313831941,15300.650826283756,-1.2239332833401626,7.501696315146238,3.7517776218484986,3.7499186932977393,-1.1815985749931706,7.501696315146238,3.748799652758324,3.752896662387914
23132.53012048193,36366.01557792508,15181.138486853797,36617.056378762296,15067.152437915882,36557.80223625808,14978.777906096902,36198.588426041584,15241.783685819786,-1.2239294647770962,7.500438721420834,3.7511471014106084,3.7492916200102258,-1.181602393556237,7.500438721420833,3.7481792643532104,3.7522594570676233
23421.686746987954,36436.02072109595,15121.45713688318,36690.081447620774,15006.137363689491,36630.18928181578,14916.583274375864,36266.44564132214,15182.914873123233,-1.2239030008222922,7.499202263889513,3.7505274987595327,3.74867476512998,-1.181628857511041,7.4992022638895115,3.7475693984472387,3.751632865442273
23710.843373493975,36506.022878609125,15061.77833227004,36763.10992934239,14945.119437892983,36702.57323974344,14854.391295532661,36334.30599602713,15124.043336851935,-1.2238559767281199,7.4979820916229425,3.7499163840743006,3.7480657075486414,-1.1816758816052133,7.4979820916229425,3.746967583422086,3.7510145082008566
24000.0,36576.02022976478,15002.103625211448,36836.14385610156,14884.096962571573,36774.95222725344,14792.20358725054,36402.17136777808,15065.167448094906,-1.223777474109004,7.496781179910451,3.749315418613795,3.7474657612966564,-1.1817543842243292,7.496781179910451,3.746375208453912,3.7504059714565394
24289.156626506025,36646.01109469047,14942.434447846146,36909.185041408426,14823.068422472325,36847.32450732523,14730.021641969874,36470.04344161632,15006.285745012936,-1.2236715528393747,7.495594978562117,3.7487223098732643,3.746872668688853,-1.1818603054939585,7.495594978562117,3.7457899677545723,3.7498050108075445
24578.31325301205,36715.993043830094,14882.77287143855,36982.23620522419,14762.0315449697,36919.68756753414,14667.847618355092,36537.924729338,14947.396048522796,-1.2235226214592128,7.4944258763562726,3.7481384879688724,3.7462873883874,-1.1820092368741204,7.4944258763562726,3.7452129083819576,3.7492129679743145
24867.469879518074,36785.963809818124,14823.120828982019,37055.29978563434,14700.98429295517,36992.039063400734,14605.68353077195,36605.81749791264,14888.496391939514,-1.223337206646727,7.493269637082008,3.7475618018365418,3.745707835245467,-1.1821946516866062,7.493269637082008,3.7446418982995326,3.7486277387824756
25156.6265060241,36855.920137343855,14763.481095719608,37128.379433169226,14639.923616279648,37064.3756285673,14543.532271581162,36673.72511751967,14829.583851499907,-1.2230939219949533,7.4921279605522715,3.746993416919318,3.7451345436329535,-1.18243793633838,7.492127960552272,3.7440775785622016,3.7480503819900703
25445.783132530123,36925.85904492608,14703.85621344814,37201.47834321935,14578.84684507905,37136.69418017501,14481.396489560997,36741.650561036906,14770.655848114628,-1.2228024158709159,7.490996941696936,3.7464313287080815,3.744565612988855,-1.1827294424624173,7.490996941696936,3.7435180012960645,3.7474789404008715
