Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage"
1,CC-discharge,0,0.0,0.0,7.732788895641724,-27.263836618115,-27.263836618115,25777.5,22610.7,5e-09,3.8654392367154635,25777.5,22610.7,5e-09,3.8673496589262606
1,CC-discharge,1,72.72727272727273,72.72727272727273,7.682101299440777,-27.263836618115,-27.263836618115,26348.507489683307,22084.469660082148,5.00000000000024e-09,3.839751980325034,26331.354419341125,22088.141460019575,5.000000000006087e-09,3.8423493191157436
1,CC-discharge,2,145.45454545454547,145.45454545454547,7.648234928609092,-27.263836618115,-27.263836618115,26775.31559065544,21636.297955448368,4.999999999997335e-09,3.8226145119480828,26745.34120095973,21643.09689708063,5.000000000005234e-09,3.8256204166610095
1,CC-discharge,3,218.1818181818182,218.1818181818182,7.6168846633823915,-27.263836618115,-27.263836618115,27200.205557208265,21188.150854386822,4.999999999996758e-09,3.806761956768108,27157.467468935,21198.07676604123,5.000000000005265e-09,3.8101227066142838
1,CC-discharge,4,290.90909090909093,290.90909090909093,7.5873855027951596,-27.263836618115,-27.263836618115,27625.076107351702,20740.003510370887,5.000000000007118e-09,3.79185267578188,27569.57490377035,20753.056393742987,5.000000000014824e-09,3.7955328270132798
1,CC-discharge,5,363.6363636363637,363.6363636363637,7.559394948020843,-27.263836618115,-27.263836618115,28049.94529838794,20291.856163270983,5.000000000006679e-09,3.777710578264867,27981.68102032553,20308.036018382376,5.000000000014344e-09,3.781684369755976
1,CC-discharge,6,436.3636363636364,436.3636363636364,7.532628104991629,-27.263836618115,-27.263836618115,28474.8143847636,19843.708816126724,5.000000000005834e-09,3.7641898656661192,28393.787035364552,19863.01564297707,5.000000000014595e-09,3.7684382393255094
1,CC-discharge,7,509.0909090909091,509.0909090909091,7.506895967216559,-27.263836618115,-27.263836618115,28899.6834637074,19395.56146898128,5.0000000000057895e-09,3.751194080975186,28805.89304319454,19417.99526757097,5.000000000014213e-09,3.7557018862413734
1,CC-discharge,8,581.8181818181819,581.8181818181819,7.482054025660008,-27.263836618115,-27.263836618115,29324.552542134115,18947.414121836184,5.00000000000559e-09,3.738649712514647,29217.99905052325,18972.974892164813,5.000000000014211e-09,3.743404313145361
1,CC-discharge,9,654.5454545454546,654.5454545454546,7.457992635056551,-27.263836618115,-27.263836618115,29749.421620524674,18499.266774690754,5.000000000005588e-09,3.7265011524280487,29630.10505781654,18527.95451675862,5.0000000000143236e-09,3.7314914826285026
1,CC-discharge,10,727.2727272727274,727.2727272727274,7.434628239240704,-27.263836618115,-27.263836618115,30174.2906989127,18051.119427545127,5.000000000005368e-09,3.7147061480334127,30042.21106510752,18082.93414135228,5.000000000013436e-09,3.7199220912072906
1,CC-discharge,11,800.0000000000001,800.0000000000001,7.411896610199145,-27.263836618115,-27.263836618115,30599.159777300654,17602.972080399744,5.000000000006113e-09,3.7032323120493427,30454.317072398193,17637.91376594613,5.0000000000148025e-09,3.708664298149803
