Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage"
45,CC-discharge,53,28909.09090909091,3410463.62708458,7.3300717888017735,-2.7263836618115,-2.7263836618115,41520.06586298433,5367.662306532811,9.035203483263803e-09,3.665035894253897,41520.065838678966,5367.662305896199,9.0352034497468e-09,3.6650358945478763
45,CC-discharge,54,29454.545454545456,3411009.0816300344,7.3085752456967175,-2.7263836618115,-2.7263836618115,41833.337179218106,5027.57076287096,9.035203483197215e-09,3.6542876227033836,41833.337154913344,5027.570762234344,9.035203449612606e-09,3.6542876229933334
45,CC-discharge,55,30000.000000000004,3411554.536175489,7.2846505233816305,-2.7263836618115,-2.7263836618115,42146.6084954519,4687.479219209107,9.035203483555449e-09,3.642325261547685,42146.608471147396,4687.479218572576,9.035203449702015e-09,3.642325261833946
45,CC-discharge,56,30545.454545454548,3412099.9907209435,7.257832417750874,-2.7263836618115,-2.7263836618115,42459.87981168523,4347.387675547519,9.035203483672489e-09,3.6289162087339806,42459.87978738153,4347.38767491055,9.035203450424783e-09,3.628916209016894
45,CC-discharge,57,31090.909090909092,3412645.445266398,7.227582855974262,-2.7263836618115,-2.7263836618115,42773.15112791867,4007.296131885499,9.035203484020282e-09,3.6137914278471337,42773.15110361496,4007.2961312486386,9.035203450591453e-09,3.6137914281271284
45,CC-discharge,58,31636.36363636364,3413190.8998118527,7.19328475099042,-2.7263836618115,-2.7263836618115,43086.422444153344,3667.2045882234797,9.035203483535539e-09,3.5966423753564443,43086.422419849536,3667.2045875869035,9.035203450392126e-09,3.596642375633976
45,CC-discharge,59,32181.818181818184,3413736.3543573073,7.1542348191143414,-2.7263836618115,-2.7263836618115,43399.693760387854,3327.1130445617086,9.035203483361393e-09,3.577117409419387,43399.69373608421,3327.113043925186,9.03520344979726e-09,3.5771174096949543
45,CC-discharge,60,32727.272727272728,3414281.808902762,7.109637345363495,-2.7263836618115,-2.7263836618115,43712.96507662203,2987.021500899857,9.035203483319636e-09,3.5548186725446467,43712.96505231847,2987.021500263389,9.035203449743917e-09,3.5548186728188482
45,CC-discharge,61,33272.72727272727,3414827.263448216,7.05859536967723,-2.7263836618115,-2.7263836618115,44026.2363928555,2646.9299572379987,9.035203483508426e-09,3.52929768470185,44026.23636855277,2646.9299566016066,9.035203449559549e-09,3.529297684975379
45,CC-discharge,62,33818.18181818182,3415372.7179936706,7.000089159193079,-2.7263836618115,-2.7263836618115,44339.50770908989,2306.838413576176,9.03520348356085e-09,3.5000445794596997,44339.507684786826,2306.8384129398287,9.035203449677911e-09,3.500044579733379
45,CC-discharge,63,34363.63636363637,3415918.172539125,6.932885909016052,-2.7263836618115,-2.7263836618115,44652.779025324526,1966.7468699145047,9.035203483676664e-09,3.466442954370699,44652.77900102069,1966.7468692780635,9.035203449709333e-09,3.4664429546453537
45,CC-discharge,64,34909.09090909091,3416463.62708458,6.855184239269336,-2.7263836618115,-2.7263836618115,44966.050341559014,1626.6553262526695,9.035203483469492e-09,3.427592119496718,44966.050317255154,1626.655325616239,9.035203449677928e-09,3.427592119772618
45,CC-discharge,65,35454.545454545456,3417009.0816300344,6.763053384466595,-2.7263836618115,-2.7263836618115,45279.32165779298,1286.5637825909048,9.035203482996632e-09,3.381526692096243,45279.321633488886,1286.5637819544233,9.035203450237052e-09,3.381526692370352
45,CC-discharge,66,36000.0,3417554.536175489,6.642559975676365,-2.7263836618115,-2.7263836618115,45592.59297402694,946.4722389291011,9.035203483506877e-09,3.321279987712979,45592.59294972333,946.4722382926934,9.03520345010235e-09,3.3212799879633854
45,CC-discharge,67,36545.45454545455,3418099.9907209435,6.414661137688713,-2.7263836618115,-2.7263836618115,45905.86429026191,606.3806952673343,9.035203481873278e-09,3.2073305688162086,45905.86426595813,606.380694630905,9.035203451063163e-09,3.207330568872504
45,CC-discharge,68,36873.9499911894,3418428.4861666784,6.000010000000004,-2.7263836618114996,-2.7263836618114996,46094.5293263392,401.5634027504896,9.035203481939084e-09,3.0000050004263734,46094.52930050281,401.5634020271441,9.035203451137037e-09,3.0000049995736306
45,CC-charge,0,0.0,3418428.4861666784,6.572191543144008,2.7263836618115,2.7263836618115,46094.5293263392,401.5634027504896,9.035203481939084e-09,3.2860957720349866,46094.52930050281,401.5634020271441,9.035203451137037e-09,3.2860957711090215
45,CC-charge,1,545.4545454545455,3418973.940712133,7.046113785267711,2.7263836618115,2.7263836618115,45767.19046781814,749.2908600384765,9.035204997209637e-09,3.5230568925946186,45767.19044198163,749.2908593151457,9.035204966303243e-09,3.5230568926730927
45,CC-charge,2,1090.909090909091,3419519.3952575875,7.170222004469965,2.7263836618115,2.7263836618115,45453.91913898376,1089.3821382009435,9.035213259123783e-09,3.5851110021533397,45453.91911314698,1089.3821374776153,9.035213228318478e-09,3.5851110023166246
