Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage"
1,CC-discharge,18,1309.0909090909092,1309.0909090909092,3.63291346436877,-27.263836618115,-27.263836618115,33436.68713848087,14372.143320571167,5e-09,3.63291346436877
1,CC-discharge,19,1381.818181818182,1381.818181818182,3.623484158713833,-27.263836618115,-27.263836618115,33854.38222679381,13918.68792902211,5e-09,3.623484158713833
1,CC-discharge,20,1454.5454545454547,1454.5454545454547,3.6142534209551695,-27.263836618115,-27.263836618115,34272.07731510683,13465.232537473057,5e-09,3.6142534209551695
1,CC-discharge,21,1527.2727272727275,1527.2727272727275,3.6052116607109923,-27.263836618115,-27.263836618115,34689.772403419855,13011.777145924072,5e-09,3.6052116607109923
1,CC-discharge,22,1600.0000000000002,1600.0000000000002,3.5963477998737803,-27.263836618115,-27.263836618115,35107.46749173279,12558.321754374945,5e-09,3.5963477998737803
1,CC-discharge,23,1672.727272727273,1672.727272727273,3.5876486252751936,-27.263836618115,-27.263836618115,35525.16258004573,12104.86636282597,5e-09,3.5876486252751936
1,CC-discharge,24,1745.4545454545455,1745.4545454545455,3.5790980443068854,-27.263836618115,-27.263836618115,35942.857668358716,11651.410971276926,5e-09,3.5790980443068854
1,CC-discharge,25,1818.1818181818182,1818.1818181818182,3.570675772068698,-27.263836618115,-27.263836618115,36360.5527566716,11197.955579727815,5e-09,3.570675772068698
1,CC-discharge,26,1890.909090909091,1890.909090909091,3.562358259299198,-27.263836618115,-27.263836618115,36778.247844984595,10744.500188178808,5e-09,3.562358259299198
1,CC-discharge,27,1963.6363636363637,1963.6363636363637,3.5541139482237263,-27.263836618115,-27.263836618115,37195.94293329757,10291.044796629756,5e-09,3.5541139482237263
1,CC-discharge,28,2036.3636363636365,2036.3636363636365,3.545904413028376,-27.263836618115,-27.263836618115,37613.638021610626,9837.58940508078,5e-09,3.545904413028376
1,CC-discharge,29,2109.0909090909095,2109.0909090909095,3.537681672288034,-27.263836618115,-27.263836618115,38031.33310992363,9384.134013531753,5e-09,3.537681672288034
1,CC-discharge,30,2181.818181818182,2181.818181818182,3.52938574203088,-27.263836618115,-27.263836618115,38449.028198236585,8930.678621982806,5e-09,3.52938574203088
1,CC-discharge,31,2254.545454545455,2254.545454545455,3.520941676676507,-27.263836618115,-27.263836618115,38866.72328654963,8477.223230433829,5e-09,3.520941676676507
1,CC-discharge,32,2327.2727272727275,2327.2727272727275,3.512256016469593,-27.263836618115,-27.263836618115,39284.41837486257,8023.767838884834,5e-09,3.512256016469593
1,CC-discharge,33,2400.0,2400.0,3.5032122022711434,-27.263836618115,-27.263836618115,39702.11346317569,7570.312447335774,5e-09,3.5032122022711434
1,CC-discharge,34,2472.727272727273,2472.727272727273,3.4936654060477186,-27.263836618115,-27.263836618115,40119.80855148857,7116.857055786718,5e-09,3.4936654060477186
1,CC-discharge,35,2545.4545454545455,2545.4545454545455,3.4834356667740787,-27.263836618115,-27.263836618115,40537.50363980166,6663.4016642376955,5e-09,3.4834356667740787
1,CC-discharge,36,2618.1818181818185,2618.1818181818185,3.472299364786212,-27.263836618115,-27.263836618115,40955.198728114556,6209.946272688635,5e-09,3.472299364786212
1,CC-discharge,37,2690.909090909091,2690.909090909091,3.459980860333954,-27.263836618115,-27.263836618115,41372.8938164274,5756.490881139619,5e-09,3.459980860333954
1,CC-discharge,38,2763.636363636364,2763.636363636364,3.446139540558594,-27.263836618115,-27.263836618115,41790.5889047404,5303.035489590593,5e-09,3.446139540558594
1,CC-discharge,39,2836.3636363636365,2836.3636363636365,3.4303572250682066,-27.263836618115,-27.263836618115,42208.2839930534,4849.580098041582,5e-09,3.4303572250682066
1,CC-discharge,40,2909.0909090909095,2909.0909090909095,3.41212295091761,-27.263836618115,-27.263836618115,42625.97908136645,4396.124706492546,5e-09,3.41212295091761
1,CC-discharge,41,2981.818181818182,2981.818181818182,3.390816930061551,-27.263836618115,-27.263836618115,43043.67416967951,3942.669314943521,5e-09,3.390816930061551
1,CC-discharge,42,3054.545454545455,3054.545454545455,3.365693541678731,-27.263836618115,-27.263836618115,43461.369257992475,3489.2139233945145,5e-09,3.365693541678731
1,CC-discharge,43,3127.2727272727275,3127.2727272727275,3.335868428640688,-27.263836618115,-27.263836618115,43879.06434630549,3035.758531845491,5e-09,3.335868428640688
1,CC-discharge,44,3200.0000000000005,3200.0000000000005,3.300299094829632,-27.263836618115,-27.263836618115,44296.75943461838,2582.3031402964675,5e-09,3.300299094829632
1,CC-discharge,45,3272.727272727273,3272.727272727273,3.2577441790167603,-27.263836618115,-27.263836618115,44714.45452293153,2128.8477487474374,5e-09,3.2577441790167603
1,CC-discharge,46,3345.454545454546,3345.454545454546,3.206491436754493,-27.263836618115,-27.263836618115,45132.14961124444,1675.392357198397,5e-09,3.206491436754493
1,CC-discharge,47,3418.1818181818185,3418.1818181818185,3.1425204860647025,-27.263836618115,-27.263836618115,45549.84469955741,1221.9369656493786,5e-09,3.1425204860647025
1,CC-discharge,48,3490.909090909091,3490.909090909091,3.042999666610905,-27.263836618115,-27.263836618115,45967.53978787032,768.4815741003626,5e-09,3.042999666610905
1,CC-discharge,49,3563.636363636364,3563.636363636364,2.5170222615458764,-27.263836618115,-27.263836618115,46385.234876183276,315.0261825513473,5e-09,2.5170222615458764
1,CC-discharge,50,3564.3072145162805,3564.3072145162805,2.500009999999997,-27.263836618115,-27.263836618115,46389.08777904934,310.84341951052335,5e-09,2.500009999999997
1,CC-charge,0,0.0,3564.3072145162805,3.2830682197591736,27.263836618115,27.263836618115,46389.08777904934,310.84341951052335,5e-09,3.2830682197591736
1,CC-charge,1,72.72727272727273,3637.034487243553,3.7703651386273487,27.263836618114997,27.263836618115,45832.65448990005,840.6312789491769,5.0000028287123764e-09,3.7703651386273487
1,CC-charge,2,145.45454545454547,3709.761759970826,3.833789462096602,27.263836618115,27.263836618115,45413.07476822114,1294.1130837131673,5.0000187292234716e-09,3.833789462096602
1,CC-charge,3,218.1818181818182,3782.4890326980985,3.8772453826050346,27.263836618115,27.263836618115,44995.327931357686,1747.5671450837924,5.000057734698139e-09,3.8772453826050346
1,CC-charge,4,290.90909090909093,3855.2163054253715,3.912981728436974,27.263836618115,27.263836618115,44577.631881946174,2201.019863483179,5.000135343138305e-09,3.912981728436974
1,CC-charge,5,363.6363636363637,3927.943578152644,3.9428442597333593,27.263836618115,27.263836618115,44159.93678862265,2654.470629273014,5.00027178205163e-09,3.9428442597333593
1,CC-charge,6,436.3636363636364,4000.670850879917,3.9676818644477883,27.263836618115,27.263836618115,43742.241700323444,3107.9187987055006,5.000487797232183e-09,3.9676818644477883
1,CC-charge,7,509.0909090909091,4073.3981236071895,3.988259518745747,27.263836618115,27.263836618115,43324.54661201067,3561.3638486614377,5.000800975548373e-09,3.988259518745747
1,CC-charge,8,557.6435880700406,4121.9508025863215,3.99999,27.263836618115,27.263836618115,43045.69364841782,3864.0815757707505,5.001069581629176e-09,3.99999
1,CV-charge,0,0.0,4121.9508025863215,4.0,27.345304176795246,27.345304176795246,43045.69364841782,3864.0815757707505,5.001069581629176e-09,4.0
1,CV-charge,1,72.72727272727273,4194.6780753135945,3.9999999999999987,23.253790776478933,23.253790776478933,42544.97381844914,4342.501124416323,5.001528488304743e-09,3.9999999999999987
1,CV-charge,2,145.45454545454547,4267.405348040867,4.0,21.068569623908044,21.068569623908044,42216.55970419845,4703.75236866792,5.0020126653742806e-09,4.0
1,CV-charge,3,218.1818181818182,4340.1326207681395,4.000000000000001,19.453048582441063,19.453048582441063,41915.47534646858,5035.438743582533,5.00251371655178e-09,4.000000000000001
1,CV-charge,4,290.90909090909093,4412.8598934954125,4.000000000000001,18.198396273931603,18.198396273931603,41634.21394741437,5344.513448947351,5.003025498992301e-09,4.000000000000001
1,CV-charge,5,363.6363636363637,4485.5871662226855,4.0,17.187587695082456,17.187587695082456,41368.83681015948,5635.587324992055,5.003543419841933e-09,4.0
1,CV-charge,6,436.3636363636364,4558.314438949958,3.9999999999999996,16.349118524518815,16.349118524518815,41116.61312419584,5911.851939847969,5.004064039052581e-09,3.9999999999999996
1,CV-charge,7,509.0909090909091,4631.0417116772305,4.000000000000001,15.636729026289284,15.636729026289284,40875.54226606847,6175.625264652418,5.004584730739283e-09,4.000000000000001
1,CV-charge,8,581.8181818181819,4703.7689844045035,4.0,15.019179580258298,15.019179580258298,40644.11581328616,6428.642392499751,5.005103478945077e-09,4.0
1,CV-charge,9,654.5454545454546,4776.4962571317765,4.0,14.474649760447317,14.474649760447317,40421.175522556434,6672.227952394303,5.005618741457905e-09,4.0
1,CV-charge,10,727.2727272727274,4849.2235298590485,4.0,13.987473245152863,13.987473245152863,40205.81500036346,6907.41384172296,5.006129342084269e-09,4.0
1,CV-charge,11,800.0000000000001,4921.9508025863215,4.000000000000001,13.546122459996193,13.546122459996193,39997.3111846099,7135.020066240232,5.006634387647966e-09,4.000000000000001
1,CV-charge,12,872.7272727272727,4994.6780753135945,4.0,13.141957928466223,13.141957928466223,39795.077845465414,7355.7092067211215,5.0071332069082874e-09,4.0
1,CV-charge,13,945.4545454545455,5067.4053480408675,4.000000000000001,12.768395408862853,12.768395408862853,39598.63353325749,7570.023753058701,5.007625305108821e-09,4.000000000000001
1,CV-charge,14,1018.1818181818182,5140.1326207681395,3.9999999999999996,12.420350023324703,12.420350023324703,39407.57824823999,7778.413184703496,5.0081103282082466e-09,3.9999999999999996
1,CV-charge,15,1090.909090909091,5212.8598934954125,4.000000000000001,12.093841885934873,12.093841885934873,39221.57383177748,7981.256531135709,5.0085880329062355e-09,4.000000000000001
1,CV-charge,16,1163.6363636363637,5285.5871662226855,4.0,11.785730209130532,11.785730209130532,39040.332202435726,8178.875904285723,5.0090582650089e-09,4.0
1,CV-charge,17,1236.3636363636365,5358.314438949958,4.0,11.493508656824538,11.493508656824538,38863.60488321346,8371.548504199944,5.009520941653598e-09,4.0
1,CV-charge,18,1309.0909090909092,5431.0417116772305,4.0,11.215162581355074,11.215162581355074,38691.17526409259,8559.515460993242,5.009976036866652e-09,4.0
1,CV-charge,19,1381.818181818182,5503.7689844045035,3.9999999999999996,10.949059316733992,10.949059316733992,38522.85225243078,8742.989055959733,5.010423570849508e-09,3.9999999999999996
1,CV-charge,20,1454.5454545454547,5576.4962571317765,3.9999999999999996,10.693866568065959,10.693866568065959,38358.465848167565,8922.157777232724,5.010863599417279e-09,3.9999999999999996
1,CV-charge,21,1527.2727272727275,5649.223529859049,3.999999999999999,10.448489909509565,10.448489909509565,38197.863608070795,9097.19034631594,5.011296205754809e-09,3.999999999999999
